P1;C3;H1;1.90837070692673E-05;1;2;66.09184
P1;C3;H1;1.14757181546743E-05;5;3;66.09184
P1;C3;H1;2.51976355781595E-05;3;3;66.09184
P1;C3;H2;7.9263804409202E-05;1;1;66.09184
P1;C3;H2;9.2334478499323E-05;1;3;66.09184
P1;C3;H2;0.00101388907888396;3;11;66.09184
P1;C3;H3;0.00305214993891745;1;3;66.09184
P1;C3;H3;0.0030619096491204;1;3;66.09184
P1;C3;H3;0.00306924109691017;1;3;66.09184
P2;C3;H1;0.0151393052205924;4;9;55.56477
P2;C3;H1;0.0151418935107111;4;9;55.56477
P2;C3;H1;0.060569787419491;1;3;55.56477
P2;C3;H2;0.0605741702024255;1;5;55.56477
P2;C3;H2;0.0605771879867812;1;3;55.56477
P2;C3;H2;0.0605849254689029;1;3;55.56477
P2;C3;H3;0.00926393336412047;7;17;55.56477
P2;C3;H3;0.0324615135928502;2;5;55.56477
P2;C3;H3;0.064959713774366;1;5;55.56477
P3;C3;H1;8.51440932527388E-08;12;1;72.31952
P3;C3;H1;4.82853025107199E-05;1;1;72.31952
P3;C3;H1;5.10260419111508E-05;1;3;72.31952
P3;C3;H2;1.31949398071499E-05;4;9;72.31952
P3;C3;H2;4.17233123261723E-05;2;7;72.31952
P3;C3;H2;2.16386381718496E-05;4;3;72.31952
P3;C3;H3;1.24789412405501E-05;7;11;72.31952
P3;C3;H3;0.000112304377947361;1;5;72.31952
P3;C3;H3;1.07021209947194E-05;11;5;72.31952
P4;C3;H1;2.29396238423917E-05;6;3;44.29205
P4;C3;H1;0.000185996770334471;1;1;44.29205
P4;C3;H1;0.000130424205256351;2;1;44.29205
P4;C3;H2;0.00026904180142355;1;3;44.29205
P4;C3;H2;0.000146269183351453;4;1;44.29205
P4;C3;H2;0.000292860621336648;2;1;44.29205
P4;C3;H3;0.00237685024927518;2;1;44.29205
P4;C3;H3;0.00237762244515975;2;1;44.29205
P4;C3;H3;0.00237988292214459;2;1;44.29205
P5;C3;H1;0.00782044867785295;2;5;141.4598
P5;C3;H1;0.0156976756991727;1;3;141.4598
P5;C3;H1;0.00810633562696997;2;1;141.4598
P5;C3;H2;0.0162162296795164;1;1;141.4598
P5;C3;H2;0.016233081971406;1;1;141.4598
P5;C3;H2;0.016294573624531;1;3;141.4598
P5;C3;H3;0.00584000272726879;3;7;141.4598
P5;C3;H3;0.017521304305123;1;3;141.4598
P5;C3;H3;0.0177760919458863;1;3;141.4598
P6;C3;H1;0.000288793361499118;1;3;156.8014
P6;C3;H1;0.00030018757890149;1;3;156.8014
P6;C3;H1;0.000368638045557201;1;3;156.8014
P6;C3;H2;0.0199786766664528;2;5;156.8014
P6;C3;H2;0.0399783059260676;1;3;156.8014
P6;C3;H2;0.0399849931523323;1;3;156.8014
P6;C3;H3;0.0205053921732823;2;5;156.8014
P6;C3;H3;0.0410860478321663;1;3;156.8014
P6;C3;H3;0.0410901475614145;1;3;156.8014
P7;C3;H1;1.14629350116691E-05;1;3;53.43164
P7;C3;H1;5.09408950830903E-05;1;3;53.43164
P7;C3;H1;0.000105300062379882;1;2;53.43164
P7;C3;H2;6.16481024534321E-05;2;1;53.43164
P7;C3;H2;6.53241307861004E-05;3;1;53.43164
P7;C3;H2;9.8282661258893E-05;2;1;53.43164
P7;C3;H3;0.000244432275880682;1;1;53.43164
P7;C3;H3;0.000257052261385129;1;1;53.43164
P7;C3;H3;0.000313849006818925;1;1;53.43164
P8;C3;H1;0.0022604258316225;6;5;80.65194
P8;C3;H1;0.0135870231463479;1;1;80.65194
P8;C3;H1;0.013637115962137;1;1;80.65194
P8;C3;H2;0.0045473056075564;3;1;80.65194
P8;C3;H2;0.0137114377798899;1;1;80.65194
P8;C3;H2;0.0137332384584881;1;1;80.65194
P8;C3;H3;0.0138071324369976;1;1;80.65194
P8;C3;H3;0.0138173296317035;1;1;80.65194
P8;C3;H3;0.0138175711638278;1;1;80.65194
