P1;C2;H1;0.0108639546941478;3;7;69.63239
P1;C2;H1;0.0325938264219313;1;3;69.63239
P1;C2;H1;0.0163101590141707;2;5;69.63239
P1;C2;H2;0.0326449734152709;1;3;69.63239
P1;C2;H2;0.0327587046828242;1;3;69.63239
P1;C2;H2;0.0327678911030261;1;3;69.63239
P1;C2;H3;0.0327849603395083;1;3;69.63239
P1;C2;H3;0.032829277212;1;3;69.63239
P1;C2;H3;0.0109435453672862;3;7;69.63239
P2;C2;H1;8.65241619552037E-06;2;7;52.1291
P2;C2;H1;2.09771894299771E-05;1;5;52.1291
P2;C2;H1;0.00011478596332333;2;7;52.1291
P2;C2;H2;0.000123306204672866;2;5;52.1291
P2;C2;H2;0.000255485019629992;1;3;52.1291
P2;C2;H2;0.000305212286595108;1;3;52.1291
P2;C2;H3;0.000307186871976978;1;3;52.1291
P2;C2;H3;0.000341077205391699;1;3;52.1291
P2;C2;H3;0.000414353028131226;1;5;52.1291
P3;C2;H1;9.4301396503238E-06;2;5;148.9668
P3;C2;H1;9.75388652796894E-05;1;7;148.9668
P3;C2;H1;0.000100711420779654;1;3;148.9668
P3;C2;H2;0.000254700184392374;5;11;148.9668
P3;C2;H2;0.00127965319184749;1;7;148.9668
P3;C2;H2;0.000323415153140096;4;9;148.9668
P3;C2;H3;0.000260105375557821;5;5;148.9668
P3;C2;H3;0.000325836580952412;4;5;148.9668
P3;C2;H3;0.00130978748008044;1;3;148.9668
P4;C2;H1;1.98280962715458E-06;2;9;127.5473
P4;C2;H1;9.65159130501547E-05;1;3;127.5473
P4;C2;H1;0.000110896320771464;1;1;127.5473
P4;C2;H2;9.44827799202602E-05;2;9;127.5473
P4;C2;H2;0.000195822199654666;1;3;127.5473
P4;C2;H2;0.000211572010492683;1;5;127.5473
P4;C2;H3;0.000216859243441753;1;9;127.5473
P4;C2;H3;0.000559144504244276;2;5;127.5473
P4;C2;H3;0.0012146417022464;1;3;127.5473
P5;C2;H1;2.4352191097532E-05;1;1;77.01526
P5;C2;H1;6.50323419086885E-05;1;1;77.01526
P5;C2;H1;0.0383134742771383;2;5;77.01526
P5;C2;H2;0.0766427907115026;1;7;77.01526
P5;C2;H2;0.0766429348564515;1;1;77.01526
P5;C2;H2;0.0767048661848398;1;5;77.01526
P5;C2;H3;0.0767811407323236;1;1;77.01526
P5;C2;H3;0.0768009983014292;1;1;77.01526
P5;C2;H3;0.0768166498497328;1;1;77.01526
P6;C2;H1;3.78836022866813E-05;1;5;36.39996
P6;C2;H1;7.12975084257717E-05;1;3;36.39996
P6;C2;H1;7.44745209184106E-05;1;5;36.39996
P6;C2;H2;0.0392609283920102;3;9;36.39996
P6;C2;H2;0.11779760571954;1;3;36.39996
P6;C2;H2;0.117803655637626;1;3;36.39996
P6;C2;H3;0.117811658410869;1;3;36.39996
P6;C2;H3;0.0595481347362867;2;5;36.39996
P6;C2;H3;0.0664705671883787;3;9;36.39996
P7;C2;H1;3.50170815988093E-05;1;1;52.18085
P7;C2;H1;3.61678416985201E-05;1;1;52.18085
P7;C2;H1;7.23161566445474E-05;1;1;52.18085
P7;C2;H2;0.000116975854754453;1;1;52.18085
P7;C2;H2;0.0481366965230366;2;1;52.18085
P7;C2;H2;0.0962821576764004;1;1;52.18085
P7;C2;H3;0.0482128330849056;2;1;52.18085
P7;C2;H3;0.096472138112934;1;1;52.18085
P7;C2;H3;0.0482402151585414;2;1;52.18085
P8;C2;H1;2.06378219489434E-05;1;1;53.92698
P8;C2;H1;2.9164797323844E-05;1;1;53.92698
P8;C2;H1;0.000217029793371626;2;1;53.92698
P8;C2;H2;0.000774579979079482;1;1;53.92698
P8;C2;H2;0.000787634753751265;1;1;53.92698
P8;C2;H2;0.000830398421930334;1;1;53.92698
P8;C2;H3;0.000832451131894341;1;1;53.92698
P8;C2;H3;0.000923120408265699;1;3;53.92698
P8;C2;H3;0.00092734010669282;1;1;53.92698
